product-id,upc,JDASKUNumber,online-flag,display-name,brandcustom,product-category-1,product-category-2,product-category-3,MSRP,long-description,parent-id,product-image,product-alt-image,product-alt-swatch,videoLink,gepr,JDABrandID,color,size,directions,featuresAndBenefits,ingredients,merchandisingCategory,salonhq-available,manufacturer-name,manufacturer-sku,available-flag,searchable-flag,page-title,page-keywords,quantityLimit,taxGroup,vendorCode,voc,refinementColor,refinementType,refinementBenefit,videoImage
USA-015010,4.06E+12,2011313,FALSE,ColorMotion+ Structure Mask,Wella,,,,630,"""Wella Professionals introduces ColorMotion+, the ultimate partner to Wella Color! ColorMotion+ unites the best of our care technologies, providing much more than only color protection. Now you can give your clients the power of three for strength in colored hair: color protection, vibrant shine, and stronger hair. For up to 8 weeks of color protection*  *when using structure+ mask UPC:4064666575339""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/wella/015010.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/wella/015010.png,,,NONE,912,,1 fl. oz.,Apply on damp hair for 5 minutes and rinse thoroughly. Only use a small amount. Intensive mask treatment to be used every 1-2 weeks.,,"AQUA/WATER/EAU, BIS-HYDROXY/METHOXY AMODIMETHICONE, STEARYL ALCOHOL, CETYL ALCOHOL, STEARAMIDOPROPYL DIMETHYLAMINE, MALIC ACID, PARFUM/FRAGRANCE, GLUTAMIC ACID, PANTHENOL, BENZYL ALCOHOL, PHENOXYETHANOL, ETHYLHEXYL METHOXYCINNAMATE, OCTOCRYLENE, DICETYLDIMONIUM CHLORIDE, METHYLPARABEN, PROPYLPARABEN, HISTIDINE, DISODIUM EDTA, PROPYLENE GLYCOL, GLYOXYLIC ACID, SODIUM CHLORIDE, LINALOOL, LIMONENE, GERANIOL, CITRONELLOL, CITRIC ACID, PERSEA GRATISSIMA (AVOCADO) OIL, TRIMETHYLSILOXYSILICATE, BHT",C,TRUE,WELLA OPERATIONS US LLC - HAIR - JDA US,99350165762,TRUE,TRUE,ColorMotion+ Structure Mask - Wella | CosmoProf,,,RETL,813,UNA/.0,,,,
USA-027424,8.16E+11,2025142,FALSE,DEV DEVAFAST DRY 6OZ,,,,,3000,,,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images//027424.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images//027424.png,,,NONE,218,,,,,,D,FALSE,DEVA CONCEPTS/HENKEL CORPORATION - JDA U,2-3402060,TRUE,TRUE,,,,RETL,,N/A/.0,,,,
USA-028358,8.50E+11,2027353,FALSE,Conditioning Kit,Its A 10,Last Chance,,,5399,"""Miracle Moisture Shampoo:  It's a 10 Miracle Moisture Shampoo is a gentle combination of all natural ingredients that delivers both strength and volume - sulfate free. This shampoo will leave hair looking stronger and feeling moisturized. It's a 10 Miracle Moisture Shampoo will leave your scalp and hair energized while restoring weak or thinning hair.    Miracle Daily Conditioner:  As a deep conditioner that leaves no residues behind, the It's a 10 Miracle Daily Conditioner is a perfect complement to all daily hair-care regimens. Formulated to penetrate the hair shaft, restore moisture, and repair damage, our Miracle Daily Conditioner is a lifeline for dry, processed, coarse, thick, or otherwise unmanageable hair. When combined with It's a 10 Miracle Shampoo, the results are a one-two punch in favor of gorgeous locks. And, because it rinses clean after every use, hair is never greasy, dull, or weighed down just shiny, vibrant, and full of life.    Miracle Leave-In:  Say goodbye to dull, damaged hair and hello to your new hair care BFF, the Miracle Leave-In Conditioner Product. A cult-classic, this easy-to-use spray smooths hair, eliminates frizz, restores shine, and enhances your hair’s natural body. This Miracle Leave-In Conditioner Product is full of natural ingredients, such as sunflower seed and green tea leaf extract and silk amino acids, to help bring out all hair types’ natural luster and shine, while also making your hair stronger and healthier with every use! Soft, bouncy hair has never been easier!    Conditioning Kit Includes:    (1) Miracle Moisture Shampoo - 10 fl. oz.  (1) Miracle Daily Conditioner - 10 fl. oz.  (1) Miracle Leave-In - 4 fl. oz.   UPC:850011058435""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/itsa10/028358.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/itsa10/028358.png,,,NONE,402,,,"<b>Miracle Moisture Shampoo:</b>  <ol>  <li>For maximum effectiveness, apply a small palm-sized amount of It's a 10 Miracle Moisture Shampoo to wet hair.</li>  <li>Work into lather, focusing mainly on roots and scalp and then gently working through length of hair.</li>  <li>Rinse with warm water.</li>  </ol>  <b>Miracle Daily Conditioner:</b>  <ol>  	<li>Work a dime to quarter-sized amount of product through wet hair that has been washed with It's a 10 Miracle Shampoo and well rinsed.</li>  	<li>Use sparingly near roots and more liberally towards ends.</li>  	<li>Leave for 1 to 3 minutes before rinsing.</li>  	<li>For additional conditioning on severely damaged hair, wrap conditioned hair in warm towels or set under heat lamps for an additional 1 to 3 minutes.</li>  	<li>Rinse well and style as normal.</li>  </ol>  <b>Miracle Leave-In:</b>  <ol>  	<li>For a smooth yet controlled style, place one or two sprays into palm of hands.</li>  	<li>Then, run fingers through dry, styled hair instead of pomade or styling cream.</li>  	<li>For extra shine, apply product to wet hair then blow dry and style as desired.</li>  </ol>",<b>Conditioning Kit Includes:</b>  <ul>  <li>(1) Miracle Moisture Shampoo - 10 fl. oz.</li>  <li>(1) Miracle Daily Conditioner - 10 fl. oz.</li>  <li>(1) Miracle Leave-In - 4 fl. oz.</li>  </ul>,"<b>Miracle Moisture Shampoo:</b> Water (Aqua), Sodium Cocoyl Isethionate, Cetearyl Alcohol, Sodium Coco Sulfate, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, Stearamidopropyl Dimethylamine, Euterpe Oleracea (Acai Fruit) Extract, Glycerin, Morinda Citrifolia (Noni Fruit) Seed Oil, Moringa Oleifera Seed Extract, Tetrasodium EDTA, Sodium Ascorbyl Phosphate (Vitamin C), Symphytum Officinale (Comfrey) Leaf Extract, Butylene Glycol, Ascorbyl Palmitate (Vitamin C), Helianthus Annuus Seed Extract (Sunflower), Polyquaternium 10, Punica Granatum Fruit Juice, Aloe Vera (Aloe Barbadensis) Leaf Juice, Aspalathus Linearis (Rooibos/Red Tea) Leaf Extract, Zingiber Officinale (Ginger) Root Extract (Ginger), Methylparaben, Propylparaben, Diazolidinyl Urea, Caramel, Citric Acid, Linalool, Geraniol, Fragrance (Parfum).<br>  <b>Miracle Daily Conditioner:</b> Water (Aqua/Eau), Cetyl Alcohol, Dicetyldimonium Chloride, Cetrimonium Chloride, Fragrance (Parfum), Isopropyl Palmitate, C15-23 Alkane, Sorbitol, C13-14 Alkane, Tetrasodium EDTA, Amodimethicone, Citric Acid, Panthenol, Trideceth-12, Methylchloroisothiazolinone, Methylisothiazolinone, Glycerin, Butylene Glycol, Sodium PCA, Keratin Amino Acids, Helianthus Annuus (Sunflower) Seed Extract, Silk Amino Acids, Colocasia Antiquorum Root Extract, Symphytum Officinale Leaf Extract, Hexyl Cinnamal<br>  <b>Miracle Leave-In:</b> Water, Cetearyl Alcohol, Behentrimonium Chloride, Propylene Glycol, Hydrolyzed Keratin, Keratin Amino Acids, CyclopentaSiloxane, Fragrance, Camellia Sinensis Leaf Extract, Aloe Barbadensis Leaf Juice, Butylene Glycol, Helianthus Annuus Seed Extract (Sunflower), Panthenol, Quaternium-80, Silk Amino Acids, Hydroxycitronellal, Benzyl Salicylate, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Butylphenyl Methylpropional, Linalool, Citronellol, Limonene, Methylparaben, Propylparaben, Methylchloroisothiazolinone, Methylisothiazolinone.",B,TRUE,ITS A 10 HAIRCARE - SALLY - JDA US,188,TRUE,TRUE,Conditioning Kit - It's A 10 | CosmoProf,,24,RETL,379,N/A/.0,,Seasonal Kits,Moisturizing,
USA-192248,4.06E+12,1001555,FALSE,Shine Define Hairspray 55% VOC,Sebastian,,,,2000,"""Sensual satin sheen enhancer, Shine Define. Contouring thermal shield protects hair from hot tools, conditioning hair with a natural, brushable sheen and irresistible definition. UPC:4064666225463""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sebastian/192248.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/sebastian/192248.png,,,CA,751,,6.8 fl. oz.,- Apply on dry hair<br>  - Spray in small sections before using hot tools<br>  - Spritz on any finished style for flexible hold and shine finish<br>  - Manage hold level by layering over finished style<br>,,"Alcohol Denat., Water/Eau, Octylacrylamide/Acrylates/Butylaminoethyl Methacrylate Copolymer, Aminomethyl Propanol, Polysorbate 20, Fragrance/Parfum, Glycerin, PEG-12 Dimethicone, Ethylhexyl Methoxycinnamate PEG-75 Lanolin Cyclopen Tasiloxane Sodium PCA, Dimethicone<br>",9E,FALSE,WELLA OPERATIONS US LLC - HAIR - JDA US,99350120841,TRUE,TRUE,Shine Define Hairspray 55% VOC - Sebastian | CosmoProf,,,RETL,190,HSP/55.0,,Hair Styling,Thermal Protection,
USA-379056,8.99E+11,1008006,FALSE,Miracle Oil Plus Keratin,Its A 10,Hair Care,Natural Hair,Smoothing System,2700,"""Natural keratin is fortified with bamboo extracts and Argan Oil for deeply-penetrating hair strengthening, protection and frizz-free smoothness with luminous shine. UPC:898571000396""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/itsa10/379056.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/itsa10/379056.png,,https://www.youtube.com/watch?v=VSbgQQOMj_8,NONE,402,,3 fl. oz.,"Distribute a small amount through clean, towel dried hair; use heat to style. Can also be used on dry hair for equally radiant results. Dispense 1-2 drops into palm. Spread between hands and distribute evenly over hair.",,Cyclopentasiloxane<br />  Dimethiconol<br />  Mauritia Flexuosa Fruit Oil<br />  Oenothera Biennis (Evening Primrose) Oil<br />  Sesamum Indicum (Sesame) Seed Oil<br />  Prunus Amygdalus Dulcis (Sweet Almond) Oil<br />  Argania Spinosa Kernel Oil<br />  Keratin Amino Acids<br />  Hydrolyzed Keratin<br />  Isododecane<br />  Polysilicone-15<br />  Cinnamidopropyltrimonium Chloride<br />  Hydroxycitronellal<br />  Benzyl Salicylate<br />  Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde<br />  Butylphenyl Methylpropional<br />  Linalool<br />  Citronellol<br />  Limonene<br />  Fragrance/Parfum,D,FALSE,ITS A 10 HAIRCARE - SALLY - JDA US,39,TRUE,TRUE,Miracle Oil Plus Keratin - Its A 10 | CosmoProf,"cosmoprof, salon products, wholesale salon, salon, professional hair products, wholesale its a 10, its a 10, its a 10 miracle keratin treatment, its a 10 miracle oil plus keratin, its a 10 oil, its a 10 miracle oil, keratin oil, keratin argan oil",24,RETL,379,N/A/.0,,Textured Styling,"Smoothing,Frizz Control",https://img.youtube.com/vi/VSbgQQOMj_8/hqdefault.jpg
USA-032906,8.50E+11,2032046,FALSE,,,,,,8995,,,,,,,NONE,1247,,,,,,A,FALSE,STYLECRAFT LLC-JDA US,SCHSWBB,TRUE,TRUE,,,,RETL,,UNA/.0,,,,
USA-032778,4.06E+12,2031841,FALSE,INVIGO Nutri-Enrich Nourishing Anti-Static Spray,Wella,,,,1901,"""The Nutri-Enrich Nourishing Anti-Static Spray nourishes, smoothens and controls static for hair full of vitality.  Wella Professionals introduces Invigo Care & Styling – a complete portfolio of products designed to support all types of hair needs and clients’ demands. Modern life is hectic – Invigo creates recharging moments in salon and at home with high performance invigorating care and styling treatments. New inside blends with advanced technology, ingredients, and vitamins wrapped in delightful fragrances. Time to recharge your clients’ hair and mood while enhancing your hair craft! UPC:4064666214122""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/wella/032778.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/wella/032778.png,,,NONE,912,,5.07 fl. oz.,"<ol>  	<li>Apply directly to mid lengths and ends of hair.</li>  	<li>Do not rinse.</li>  </ol>","<ul>  	<li>Nourishes, smoothens and controls static for hair full of vitality. With Nutri-Enrich Complex.</li>  	<li>Our Nutri Enrich product portfolio is infused with Goji Berry and Vitamin E as well as Oleic Acid &amp; Panthenol.</li>  </ul>    These Key Ingredients create the Nutri-Enrich Blend:    <ul>  	<li>Oleic Acid and Panthenol provide moisture and nourishment for hair, while Vitamin E protects hair from further stress.</li>  	<li>Goji Berry is a super fruit known to be extremely rich in vitamins, minerals and peptides.</li>  </ul>","Aqua/Water/Eau, Propylene Glycol, Cetearyl Alcohol, Cyclopentasiloxane, Cyclohexasiloxane, Panthenol, Behentrimonium Chloride, Parfum/Fragrance, Quaternium-80, Methylparaben, Tocopheryl Acetate, Glycerin, Propylparaben, Isopropyl Alcohol, Oleic Acid, Limonene, Benzyl Salicylate, Hexyl Cinnamal, Lycium Barbarum Fruit Extract, Linalool, Sodium Hydroxide, Sodium Benzoate, Citronellol, Alpha-Isomethyl Ionone, Citral, Lactic Acid, Geraniol, Coumarin, Potassium Sorbate",D,TRUE,WELLA OPERATIONS US LLC - HAIR - JDA US,99350115771,TRUE,TRUE,INVIGO Nutri-Enrich Nourishing Anti-Static Spray - Wella | CosmoProf,,,RETL,813,N/A/.0,,Styling,"Smoothing,Nourishing",
USA-032693,4.06E+12,2031445,FALSE,WIL ULTIMATE REPAIR JAR PUMP,,,,,900,,,,,,,NONE,912,,,,,,B,FALSE,WELLA OPERATIONS US LLC - HAIR - JDA US,99350168140,TRUE,TRUE,,,,RETL,,N/A/.0,,,,
USA-032694,4.06E+12,2031446,FALSE,WIL ULTIMATE REPAIR PUMP,,,,,200,,,,,,,NONE,912,,,,,,B,FALSE,WELLA OPERATIONS US LLC - HAIR - JDA US,99350147229,TRUE,TRUE,,,,RETL,,N/A/.0,,,,
USA-035183,4.06E+12,2048608,FALSE,Terribly Nice Holiday Iconics Nail Lacquer Mini Pack,OPI,The Holiday Shop,,,4000,"""Call off the search for the fest gift ever. Consider this a bit of mini magic to make things oh-so merry and bright. Meet 10 of OPI’s most iconic shades and a few Terribly Nice ones–gift all 10 or pull the box apart to reveal two sets of 5 shades. As we like to say, one for hue, one for me. Each bottle is 3.75 mL (0.125 Fl. Oz.).    This season we’re making a list, checking it twice—everyone deserves to be a little bit naughty and a little bit nice. Introducing OPI Terribly Nice, a Limited Edition naughty n’ nice shimmers, glitters, metallics, and crèmes. #OPITerriblyNice    Terribly Nice Holiday Iconics Nail Lacquer Mini Pack Includes:    (1) Rebel with a Clause  (1) Shaking My Sugarplums  (1) Bubble Bath  (1) Alpine Snow  (1) Big Apple Red  (1) Malaga Wine  (1) Lincoln Park After Dark  (1) OPI Ink  (1) Tickle My France-y  (1) Chiffon-d of You   UPC:4064665208795""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/opi/035183.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/opi/035183.png,,,NONE,621,,,"<ol>  	<li>Start by applying OPI Base Coat or Treatment on clean, dry nails with cuticles pushed back. For a perfect polish, apply one stroke of nail lacquer down the center of the nail, followed by one stroke along each side of the nail.</li>  	<li>Smooth the surface of the nail with a final stroke of the brush. Then, apply a second coat of nail lacquer, pulling color over the tips of the nails.</li>  	<li>Shine, seal, and protect with one coat of OPI Top Coat, pulling it over the tips of the nails to seal in color.</li>  	<li>Tip: For a mani that's dry to the touch in minutes, apply 2 drops of OPI DripDry Lacquer Drying Drops to each nail.</li>  </ol>","<ul>  	<li>Up to 7 days of wear.</li>  	<li>Fast-drying formula.</li>  	<li>Self-Expressive.</li>  	<li>Easy to Use.</li>  	<li>Made in the USA.</li>  </ul>  <b>Terribly Nice Holiday Iconics Nail Lacquer Mini Pack Includes:</b>  <ul>  <li>(1) Rebel with a Clause</li>  <li>(1) Shaking My Sugarplums</li>  <li>(1) Bubble Bath</li>  <li>(1) Alpine Snow</li>  <li>(1) Big Apple Red</li>  <li>(1) Malaga Wine</li>  <li>(1) Lincoln Park After Dark</li>  <li>(1) OPI Ink</li>  <li>(1) Tickle My France-y</li>  <li>(1) Chiffon-d of You</li>  </ul>",See individual products for ingredients.,U,TRUE,WELLA OPERATIONS US LLC - NAIL - JDA US,99350168248?,TRUE,TRUE,Terribly Nice Holiday Iconics Nail Lacquer Mini Pack - OPI | CosmoProf,,,N-RET,865,N/A/.0,,Kit,,
USA-036581,8.10E+11,2051360,FALSE,,,,,,5995,,,,,,,NONE,1247,,,,,,N,FALSE,STYLECRAFT LLC-JDA US,SC404B,TRUE,TRUE,,,,RETL,,N/A/.0,,,,
USA-039857,4.06E+12,2058823,FALSE,,,,,,725,,,,,,,NONE,934,,,,,,U,FALSE,WELLA OPERATIONS US LLC - NAIL - JDA US,99399000886,TRUE,TRUE,,,,RETL,,N/A/.0,,,,
USA-039279,6.25E+11,2057420,FALSE,Energizing Citrus Hydrating Hand Wash,AG Care,Last Chance,,,1500,"""Experience the ultimate plant-based hand care with AG’s Hydrating Hand Wash. Formulated with vitamin B5, it works to gently cleanse and hydrate, leaving skin soft, refreshed and invigorated by an energizing citrus scent. UPC:625336004586""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/agcare/039279.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/agcare/039279.png,,,NONE,11,,12 fl. oz.,See product packaging for directions.,"<ul>  	<li>Gently cleanse hands while adding essential hydration.</li>  	<li>Leaves skin feeling soft and refreshed.</li>  	<li>Energizing citrus scent.</li>  </ul>","Aqua (Water/Eau), Sodium Lauroyl Sarcosinate, Propanediol, Sodium Taurine Cocoyl Methyltaurate, Xanthan Gum, Hydroxypropyl Methylcellulose, Parfum (Fragrance), Sodium Benzoate, Limonene, Sodium Chloride, Sodium PCA, Panthenol, Linalool, Citronellol, Geraniol",W,FALSE,AG HAIR LTD-JDA US,100308,TRUE,TRUE,Energizing Citrus Hydrating Hand Wash - AG Care | CosmoProf,,,RETL,563,N/A/.0,,Body Care,Hydrating,
USA-039280,6.25E+11,2057421,FALSE,Soothe Nourishing Hand Lotion,AG Care,Last Chance,,,1800,"""Formulated with hyaluronic acid and vitamin E, AG’s Nourishing Hand Lotion keeps hands smooth and hydrated after every wash. Cucumber and aloe extracts work to instantly soothe skin, while Argan, Abyssinian oil and shea butter lock in essential moisture. UPC:625336004623""",,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/agcare/039280.png,https://www.cosmoprofbeauty.com/on/demandware.static/-/Sites-cosmoprof-master-catalog/default/images/agcare/039280.png,,,NONE,11,,3 fl. oz.,"<ol>  	<li>Use after hand wash to smooth and nourish skin.</li>  </ol>","<ul>  	<li>Keep hands smooth, hydrated and retain essential moisture with our naturally-derived formula.</li>  	<li>Infused with hyaluronic acid, vitamin E and shea butter.</li>  </ul>","Aqua (Water/Eau), Stearyl Alcohol, Cetearyl Alcohol, Cetyl Alcohol, Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, Glycerin, Butyrospermum Parkii (Shea) Butter, Polysorbate 60, Dimethicone, Phenoxyethanol, Crambe Abyssinica Seed Oil, Propanediol, Parfum (Fragrance), Palmitic Acid, Stearic Acid, Dimethicone/Vinyl Dimethicone Crosspolymer, Limonene, Argania Spinosa (Argan) Kernel Oil, Tocopheryl Acetate, Panthenol, Ethylhexylglycerin, Benzyl Benzoate, Arachidyl Alcohol, Aloe Barbadensis Leaf Juice Powder, Glyceryl Acrylate/Acrylic Acid Copolymer, Sodium Hyaluronate, PVM/MA Copolymer, Linalool, Myristic Acid, Coumarin, Citronellol, Citral, Myristyl Alcohol, Geraniol, Benzyl Alcohol, Lauryl Alcohol.",W,TRUE,AG HAIR LTD-JDA US,100314,TRUE,TRUE,Soothe Nourishing Hand Lotion - AG Care | CosmoProf,,,RETL,563,N/A/.0,,Body Moisturizers,Soothing,
